237, 126, 133, 0
43, 29, 177, 1
17, 130, 223, 1
177, 66, 138, 1
190, 126, 93, 0
122, 64, 171, 1
85, 0, 151, 1
163, 39, 19, 1
103, 120, 217, 0
231, 73, 194, 0
91, 32, 59, 1
195, 39, 159, 1
190, 183, 240, 0
33, 20, 5, 1
151, 177, 217, 0
77, 241, 129, 0
48, 187, 88, 0
232, 92, 60, 0
56, 206, 126, 0
123, 63, 249, 1
108, 94, 241, 1
203, 86, 74, 1
118, 169, 191, 0
76, 178, 160, 0
101, 233, 62, 0
135, 218, 171, 0
220, 94, 205, 0
102, 56, 136, 1
235, 158, 217, 0
219, 243, 6, 0
253, 106, 144, 0
150, 37, 17, 1
149, 113, 178, 0
235, 181, 236, 0
76, 205, 201, 0
140, 76, 206, 1
186, 36, 126, 1
102, 169, 75, 0
151, 111, 193, 0
203, 81, 244, 0
55, 225, 171, 0
15, 73, 166, 1
113, 186, 223, 0
103, 103, 175, 1
55, 19, 61, 1
107, 189, 147, 0
226, 22, 88, 1
146, 193, 219, 0
189, 144, 227, 0
32, 228, 31, 0
193, 51, 50, 1
26, 108, 129, 1
56, 216, 180, 0
216, 214, 129, 0
156, 201, 92, 0
189, 206, 132, 0
56, 16, 90, 1
44, 102, 92, 1
237, 72, 20, 1
13, 133, 242, 1
183, 199, 20, 0
100, 94, 99, 1
36, 133, 83, 1
71, 112, 99, 1
125, 244, 106, 0
33, 232, 150, 0
169, 124, 12, 1
72, 253, 65, 0
131, 131, 241, 0
47, 245, 145, 0
123, 40, 84, 1
26, 43, 8, 1
111, 107, 107, 1
151, 252, 121, 0
248, 124, 108, 0
40, 56, 63, 1
11, 192, 186, 0
57, 121, 23, 1
236, 23, 161, 1
44, 134, 195, 1
72, 28, 230, 1
240, 246, 50, 0
25, 39, 254, 1
221, 40, 39, 1
53, 82, 45, 1
40, 145, 167, 1
174, 167, 222, 0
103, 143, 172, 0
123, 98, 217, 1
69, 69, 88, 1
243, 229, 55, 0
64, 229, 65, 0
69, 7, 99, 1
94, 217, 237, 0
35, 236, 202, 0
97, 247, 229, 0
164, 82, 137, 1
161, 228, 151, 0
160, 91, 253, 0
240, 75, 94, 0
214, 82, 109, 0
222, 20, 35, 1
163, 61, 147, 1
104, 55, 192, 1
135, 139, 229, 0
149, 83, 54, 1
247, 214, 5, 0
73, 165, 21, 1
225, 211, 2, 0
2, 104, 119, 1
218, 27, 177, 1
217, 71, 43, 1
157, 99, 1, 1
140, 160, 101, 0
183, 161, 48, 0
155, 242, 94, 0
82, 154, 53, 1
125, 58, 202, 1
175, 100, 92, 1
206, 231, 231, 0
183, 212, 140, 0
129, 7, 226, 1
56, 23, 15, 1
203, 51, 118, 1
48, 72, 194, 1
184, 142, 186, 0
195, 212, 5, 0
16, 119, 162, 1
45, 201, 238, 0
248, 154, 230, 0
46, 14, 226, 1
40, 69, 147, 1
89, 124, 239, 0
112, 124, 120, 1
248, 213, 103, 0
103, 218, 200, 0
154, 49, 109, 1
79, 253, 108, 0
124, 18, 50, 1
158, 219, 109, 0
70, 147, 241, 0
175, 51, 114, 1
22, 33, 170, 1
50, 245, 182, 0
177, 95, 212, 0
213, 182, 61, 0
27, 112, 119, 1
192, 115, 17, 1
99, 52, 233, 1
17, 136, 77, 1
107, 49, 17, 1
205, 175, 186, 0
153, 204, 68, 0
192, 1, 213, 1
136, 11, 213, 1
16, 237, 133, 0
115, 44, 242, 1
88, 163, 177, 0
14, 5, 181, 1
210, 143, 92, 0
219, 143, 128, 0
228, 63, 21, 1
207, 136, 90, 0
162, 168, 67, 0
144, 156, 57, 0
215, 41, 222, 1
166, 47, 219, 1
154, 221, 250, 0
231, 58, 212, 0
193, 244, 63, 0
21, 200, 223, 0
149, 45, 119, 1
170, 249, 43, 0
32, 5, 26, 1
76, 185, 81, 0
155, 97, 65, 1
157, 0, 134, 1
231, 81, 209, 0
195, 49, 235, 1
202, 118, 27, 0
34, 88, 48, 1
13, 57, 102, 1
238, 210, 217, 0
146, 35, 217, 1
242, 36, 217, 1
154, 76, 157, 1
184, 70, 168, 1
128, 60, 217, 1
242, 9, 246, 1
150, 70, 140, 1
209, 214, 179, 0
250, 197, 4, 0
28, 200, 38, 0
87, 206, 66, 0
136, 20, 239, 1
169, 207, 67, 0
102, 134, 78, 1
248, 151, 245, 0
155, 153, 33, 0
89, 112, 107, 1
81, 124, 247, 0
29, 114, 101, 1
88, 103, 224, 1
169, 16, 212, 1
94, 55, 147, 1
39, 141, 212, 1
235, 9, 141, 1
212, 195, 216, 0
29, 34, 67, 1
14, 76, 205, 1
55, 88, 4, 1
78, 106, 204, 1
170, 241, 46, 0
146, 14, 160, 1
138, 37, 184, 1
30, 223, 51, 0
183, 43, 168, 1
88, 68, 188, 1
28, 34, 10, 1
37, 226, 207, 0
242, 102, 150, 0
191, 168, 220, 0
35, 186, 121, 0
48, 2, 67, 1
249, 147, 203, 0
248, 132, 165, 0
97, 80, 140, 1
26, 187, 223, 0
42, 64, 119, 1
46, 74, 178, 1
140, 246, 138, 0
79, 34, 219, 1
95, 64, 177, 1
69, 245, 43, 0
92, 178, 230, 0
237, 31, 159, 1
27, 172, 85, 1
137, 254, 91, 0
43, 201, 108, 0
235, 53, 190, 0
143, 31, 54, 1
201, 70, 114, 1
127, 44, 159, 1
240, 224, 106, 0
125, 161, 205, 0
178, 72, 218, 1
86, 21, 83, 1
198, 108, 98, 0
129, 34, 143, 1
120, 10, 199, 1
15, 74, 225, 1
153, 208, 57, 0
28, 129, 221, 1
19, 127, 132, 1
87, 179, 166, 0
235, 16, 244, 1
41, 252, 226, 0
36, 99, 137, 1
227, 45, 127, 1
102, 146, 212, 0
13, 3, 192, 1
196, 71, 220, 0
240, 193, 145, 0
251, 233, 70, 0
60, 64, 101, 1
81, 192, 109, 0
61, 191, 11, 0
8, 23, 224, 1
252, 113, 221, 0
130, 144, 59, 0
3, 72, 32, 1
71, 52, 105, 1
121, 63, 147, 1
207, 36, 21, 1
40, 74, 0, 1
110, 146, 172, 0
127, 186, 190, 0
118, 50, 197, 1
170, 38, 243, 1
53, 45, 187, 1
140, 192, 240, 0
44, 3, 231, 1
238, 192, 250, 0
16, 20, 217, 1
252, 203, 28, 0
70, 4, 61, 1
8, 87, 253, 1
125, 161, 42, 0
0, 137, 220, 1
231, 49, 75, 1
32, 239, 125, 0
144, 157, 86, 0
39, 187, 252, 0
124, 152, 19, 0
132, 5, 80, 1
51, 31, 214, 1
182, 47, 246, 1
13, 217, 161, 0
156, 123, 202, 0
50, 217, 25, 0
129, 80, 223, 1
64, 254, 86, 0
46, 101, 252, 1
158, 164, 129, 0
2, 62, 144, 1
137, 12, 154, 1
195, 161, 202, 0
22, 89, 190, 1
247, 196, 242, 0
88, 150, 233, 0
37, 236, 9, 0
230, 110, 196, 0
186, 176, 52, 0
88, 88, 216, 1
31, 87, 129, 1
74, 96, 237, 1
135, 231, 228, 0
127, 115, 17, 1
150, 210, 230, 0
134, 201, 165, 0
118, 48, 179, 1
133, 247, 220, 0
167, 178, 30, 0
181, 200, 10, 0
114, 142, 64, 1
139, 77, 68, 1
71, 225, 7, 0
28, 1, 240, 1
66, 175, 206, 0
121, 141, 204, 0
30, 34, 134, 1
59, 238, 58, 0
14, 201, 206, 0
101, 136, 98, 1
175, 150, 123, 0
0, 76, 230, 1
245, 206, 104, 0
146, 107, 2, 1
103, 116, 8, 1
73, 180, 193, 0
21, 252, 161, 0
200, 199, 33, 0
40, 147, 36, 1
173, 96, 186, 0
144, 143, 69, 0
152, 244, 236, 0
4, 185, 138, 0
161, 15, 32, 1
143, 50, 18, 1
220, 15, 95, 1
36, 228, 107, 0
254, 130, 96, 0
171, 219, 99, 0
118, 131, 197, 0
20, 100, 91, 1
254, 36, 137, 1
204, 79, 225, 0
29, 118, 54, 1
251, 139, 155, 0
51, 48, 38, 1
244, 218, 92, 0
73, 231, 12, 0
233, 198, 129, 0
132, 254, 46, 0
105, 15, 102, 1
7, 111, 104, 1
75, 227, 185, 0
74, 212, 41, 0
196, 23, 216, 1
61, 113, 217, 1
171, 219, 37, 0
129, 199, 74, 0
101, 81, 69, 1
41, 24, 154, 1
216, 216, 250, 0
175, 150, 138, 0
55, 241, 146, 0
185, 139, 10, 0
10, 99, 11, 1
130, 28, 19, 1
79, 180, 187, 0
110, 28, 219, 1
23, 94, 58, 1
48, 40, 5, 1
97, 237, 236, 0
99, 231, 31, 0
0, 196, 22, 1
176, 231, 101, 0
120, 136, 254, 0
75, 43, 0, 1
43, 73, 146, 1
198, 50, 66, 1
11, 61, 143, 1
228, 190, 140, 0
44, 208, 228, 0
5, 215, 205, 0
61, 8, 36, 1
177, 124, 198, 0
137, 236, 120, 0
178, 205, 143, 0
130, 173, 163, 0
13, 145, 199, 1
174, 195, 117, 0
201, 216, 224, 0
94, 229, 156, 0
82, 223, 88, 0
161, 15, 230, 1
102, 135, 215, 0
251, 219, 17, 0
62, 142, 39, 1
156, 163, 93, 0
235, 38, 92, 1
101, 49, 196, 1
184, 99, 143, 0
27, 41, 168, 1
185, 121, 114, 0
252, 182, 210, 0
44, 121, 22, 1
137, 234, 144, 0
30, 105, 157, 1
156, 120, 121, 0
42, 133, 15, 1
32, 120, 28, 1
250, 240, 63, 0
225, 214, 221, 0
231, 165, 18, 0
149, 121, 62, 1
196, 235, 106, 0
156, 205, 72, 0
225, 122, 46, 0
55, 223, 155, 0
194, 41, 146, 1
104, 35, 143, 1
59, 130, 2, 1
16, 105, 45, 1
191, 210, 1, 0
88, 148, 170, 0
16, 251, 49, 0
47, 27, 103, 1
30, 143, 249, 0
206, 73, 53, 1
219, 57, 83, 1
176, 33, 191, 1
115, 241, 131, 0
208, 156, 206, 0
178, 50, 212, 1
158, 190, 170, 0
14, 155, 191, 1
138, 127, 158, 0
99, 210, 237, 0
213, 63, 115, 1
48, 40, 169, 1
68, 143, 116, 1
62, 36, 36, 1
234, 9, 5, 1
71, 185, 80, 0
253, 27, 191, 1
33, 249, 244, 0
89, 208, 123, 0
227, 81, 197, 0
247, 48, 218, 0
10, 55, 164, 1
101, 4, 171, 1
84, 61, 98, 1
80, 118, 230, 1
52, 193, 85, 0
246, 226, 229, 0
150, 69, 27, 1
144, 103, 182, 0
159, 204, 207, 0
244, 121, 30, 0
250, 109, 122, 0
197, 167, 252, 0
250, 6, 47, 1
187, 211, 213, 0
190, 103, 9, 1
122, 159, 67, 0
75, 91, 218, 1
84, 175, 221, 0
115, 25, 177, 1
54, 131, 92, 1
80, 80, 252, 1
10, 127, 74, 1
229, 68, 243, 0
220, 117, 218, 0
0, 40, 211, 1
223, 126, 193, 0
120, 62, 215, 1
6, 115, 179, 1
23, 88, 157, 1
49, 57, 243, 1
147, 193, 23, 0
40, 178, 163, 0
145, 8, 131, 1
104, 49, 215, 1
28, 197, 222, 0
186, 31, 246, 1
154, 142, 162, 0
139, 23, 157, 1
149, 99, 21, 1
166, 30, 73, 1
182, 54, 178, 1
38, 181, 80, 0
239, 69, 152, 0
25, 217, 228, 0
59, 55, 110, 1
54, 7, 38, 1
12, 19, 218, 1
168, 150, 203, 0
96, 177, 166, 0
178, 156, 127, 0
4, 218, 70, 0
209, 240, 156, 0
108, 21, 172, 1
209, 188, 131, 0
78, 129, 89, 1
57, 3, 214, 1
93, 183, 6, 0
21, 113, 107, 1
172, 19, 113, 1
68, 61, 58, 1
254, 37, 142, 1
215, 232, 221, 0
154, 28, 11, 1
104, 139, 176, 0
81, 67, 121, 1
216, 85, 239, 0
154, 95, 31, 1
205, 4, 19, 1
65, 108, 92, 1
123, 64, 180, 1
25, 131, 69, 1
31, 173, 179, 0
123, 32, 44, 1
189, 114, 104, 0
199, 30, 72, 1
38, 53, 242, 1
238, 81, 219, 0
160, 220, 153, 0
170, 35, 96, 1
10, 148, 217, 1
71, 144, 15, 1
245, 63, 114, 1
48, 180, 171, 0
211, 109, 241, 0
232, 6, 123, 1
220, 94, 241, 0
15, 202, 47, 0
144, 70, 91, 1
183, 254, 247, 0
230, 14, 189, 1
88, 51, 104, 1
168, 198, 88, 0
70, 134, 215, 0
141, 233, 86, 0
82, 96, 64, 1
215, 38, 84, 1
153, 195, 7, 0
147, 239, 104, 0
43, 13, 235, 1
205, 132, 144, 0
178, 35, 140, 1
119, 239, 241, 0
142, 33, 248, 1
98, 61, 134, 1
9, 119, 98, 1
250, 102, 115, 0
160, 99, 47, 1
237, 6, 172, 1
153, 156, 211, 0
251, 200, 0, 0
254, 237, 242, 0
48, 91, 33, 1
200, 210, 63, 0
26, 224, 190, 0
56, 88, 71, 1
87, 141, 118, 1
38, 77, 123, 1
95, 29, 80, 1
98, 172, 184, 0
123, 1, 27, 1
228, 43, 186, 1
118, 20, 151, 1
193, 249, 189, 0
196, 84, 152, 0
12, 230, 34, 0
24, 27, 94, 1
168, 182, 75, 0
249, 160, 164, 0
43, 105, 130, 1
185, 24, 218, 1
248, 181, 66, 0
170, 239, 75, 0
170, 190, 205, 0
52, 136, 125, 1
121, 91, 111, 1
61, 168, 154, 0
238, 171, 81, 0
220, 219, 37, 0
107, 101, 40, 1
21, 136, 157, 1
246, 38, 199, 1
206, 21, 11, 1
1, 233, 94, 0
17, 101, 152, 1
159, 92, 183, 0
226, 225, 15, 0
52, 224, 174, 0
24, 94, 197, 1
60, 215, 82, 0
142, 133, 181, 0
20, 214, 50, 0
121, 40, 17, 1
173, 236, 177, 0
37, 215, 253, 0
6, 43, 38, 1
208, 160, 6, 0
163, 117, 40, 1
189, 48, 218, 1
33, 103, 49, 1
55, 205, 249, 0
188, 151, 148, 0
175, 118, 5, 1
5, 36, 214, 1
113, 141, 31, 1
25, 14, 208, 1
108, 194, 102, 0
241, 243, 95, 0
223, 127, 8, 0
49, 49, 198, 1
43, 48, 82, 1
109, 86, 194, 1
227, 112, 211, 0
116, 62, 60, 1
35, 220, 209, 0
188, 179, 229, 0
5, 222, 251, 0
126, 144, 75, 0
215, 52, 50, 1
142, 200, 176, 0
249, 95, 0, 0
244, 88, 58, 0
39, 250, 165, 0
5, 32, 73, 1
109, 104, 246, 0
206, 124, 22, 0
29, 65, 24, 1
21, 233, 139, 0
166, 85, 51, 1
150, 36, 185, 1
204, 174, 19, 0
208, 97, 111, 0
89, 52, 115, 1
121, 52, 59, 1
31, 199, 69, 0
164, 133, 13, 0
86, 22, 111, 1
37, 37, 89, 1
93, 168, 29, 0
34, 82, 110, 1
94, 7, 48, 1
198, 128, 229, 0
110, 213, 117, 0
64, 205, 64, 0
200, 99, 228, 0
51, 121, 202, 1
135, 144, 205, 0
82, 11, 189, 1
74, 169, 202, 0
8, 88, 33, 1
68, 95, 26, 1
132, 240, 74, 0
1, 3, 200, 1
81, 196, 2, 0
230, 177, 0, 0
44, 127, 160, 1
157, 28, 208, 1
122, 19, 243, 1
72, 204, 178, 0
49, 193, 136, 0
70, 21, 181, 1
31, 170, 57, 1
19, 240, 179, 0
224, 55, 242, 0
145, 16, 113, 1
126, 43, 199, 1
114, 92, 163, 1
127, 237, 128, 0
178, 54, 35, 1
166, 219, 191, 0
198, 154, 246, 0
73, 130, 186, 1
50, 53, 52, 1
27, 150, 163, 1
244, 209, 44, 0
82, 73, 154, 1
84, 123, 102, 1
137, 49, 159, 1
14, 244, 222, 0
244, 210, 15, 0
2, 217, 201, 0
212, 162, 182, 0
52, 254, 223, 0
43, 30, 49, 1
89, 49, 73, 1
130, 85, 138, 1
146, 51, 143, 1
144, 147, 206, 0
52, 87, 97, 1
86, 110, 172, 1
86, 10, 61, 1
241, 158, 239, 0
82, 242, 37, 0
173, 3, 29, 1
103, 39, 77, 1
144, 29, 34, 1
242, 206, 154, 0
94, 235, 224, 0
93, 26, 71, 1
18, 210, 125, 0
130, 144, 35, 0
41, 78, 112, 1
110, 203, 46, 0
185, 178, 84, 0
56, 182, 123, 0
12, 241, 76, 0
208, 192, 183, 0
228, 37, 121, 1
186, 200, 116, 0
129, 2, 125, 1
204, 36, 71, 1
237, 21, 120, 1
177, 57, 127, 1
241, 95, 217, 0
125, 65, 61, 1
230, 121, 204, 0
79, 196, 45, 0
111, 137, 202, 0
113, 222, 125, 0
207, 155, 220, 0
64, 95, 177, 1
250, 210, 245, 0
60, 157, 203, 0
67, 84, 71, 1
145, 245, 33, 0
102, 235, 240, 0
32, 82, 85, 1
50, 236, 209, 0
115, 20, 88, 1
32, 106, 127, 1
81, 122, 253, 0
46, 142, 6, 1
227, 185, 222, 0
111, 91, 107, 1
29, 196, 222, 0
92, 181, 63, 0
174, 107, 48, 1
238, 23, 254, 1
214, 79, 127, 0
14, 167, 188, 0
213, 75, 173, 0
216, 203, 56, 0
222, 9, 44, 1
153, 251, 138, 0
195, 194, 184, 0
95, 132, 174, 0
52, 233, 144, 0
115, 14, 57, 1
213, 13, 164, 1
179, 33, 204, 1
77, 100, 89, 1
27, 254, 74, 0
178, 46, 142, 1
118, 132, 85, 1
176, 63, 23, 1
100, 148, 196, 0
239, 157, 72, 0
33, 105, 212, 1
26, 200, 162, 0
43, 166, 78, 1
240, 182, 88, 0
61, 28, 112, 1
10, 137, 183, 1
246, 224, 81, 0
156, 59, 71, 1
109, 40, 195, 1
33, 96, 12, 1
170, 3, 115, 1
59, 230, 193, 0
139, 16, 171, 1
33, 190, 12, 1
54, 118, 120, 1
34, 122, 54, 1
129, 53, 184, 1
224, 228, 153, 0
103, 216, 201, 0
4, 40, 4, 1
144, 138, 44, 0
180, 80, 94, 1
222, 205, 197, 0
2, 205, 227, 0
157, 163, 174, 0
117, 201, 24, 0
184, 69, 9, 1
227, 240, 136, 0
200, 78, 169, 0
48, 58, 249, 1
106, 251, 86, 0
122, 87, 193, 1
232, 191, 122, 0
52, 181, 114, 0
246, 107, 87, 0
168, 193, 12, 0
37, 253, 214, 0
3, 232, 11, 0
101, 234, 72, 0
147, 17, 211, 1
76, 26, 35, 1
203, 205, 153, 0
53, 52, 94, 1
230, 241, 225, 0
26, 230, 27, 0
140, 102, 13, 1
27, 157, 241, 0
192, 65, 51, 1
160, 164, 125, 0
117, 75, 252, 1
91, 30, 49, 1
36, 79, 181, 1
239, 238, 159, 0
157, 222, 203, 0
139, 140, 245, 0
143, 190, 35, 0
48, 89, 161, 1
62, 104, 144, 1
0, 154, 0, 1
13, 138, 244, 1
104, 254, 35, 0
249, 239, 244, 0
60, 7, 30, 1
102, 10, 54, 1
125, 250, 41, 0
85, 152, 102, 0
160, 128, 32, 0
191, 242, 43, 0
58, 13, 39, 1
123, 77, 174, 1
71, 179, 136, 0
213, 174, 253, 0
231, 95, 68, 0
240, 18, 210, 1
157, 138, 95, 0
30, 7, 8, 1
204, 45, 231, 1
60, 47, 82, 1
206, 140, 36, 0
246, 252, 81, 0
144, 199, 150, 0
68, 166, 41, 1
13, 101, 172, 1
186, 208, 230, 0
215, 178, 39, 0
80, 148, 166, 0
49, 1, 130, 1
217, 138, 31, 0
161, 81, 109, 1
126, 111, 125, 1
223, 209, 8, 0
205, 16, 107, 1
190, 232, 70, 0
145, 84, 43, 1
147, 23, 111, 1
136, 12, 210, 1
85, 107, 189, 1
99, 67, 128, 1
77, 208, 78, 0
60, 190, 44, 0
209, 79, 170, 0
250, 1, 129, 1
187, 37, 227, 1
18, 247, 68, 0
209, 230, 247, 0
107, 131, 100, 1
155, 231, 75, 0
48, 214, 110, 0
198, 246, 254, 0
150, 25, 211, 1
55, 23, 62, 1
45, 0, 191, 1
223, 144, 169, 0
117, 51, 211, 1
42, 233, 30, 0
65, 247, 112, 0
25, 219, 183, 0
117, 133, 217, 0
217, 202, 86, 0
228, 80, 152, 0
221, 220, 106, 0
145, 94, 254, 0
87, 94, 113, 1
167, 75, 73, 1
41, 96, 106, 1
190, 238, 102, 0
130, 113, 84, 1
221, 170, 199, 0
20, 160, 37, 1
76, 220, 171, 0
178, 106, 128, 0
138, 74, 78, 1
181, 74, 128, 1
72, 97, 131, 1
183, 14, 224, 1
29, 199, 41, 0
80, 227, 162, 0
150, 78, 95, 1
249, 82, 106, 0
83, 69, 20, 1
157, 91, 164, 1
67, 179, 43, 0
141, 116, 164, 0
239, 17, 50, 1
79, 49, 237, 1
57, 127, 25, 1
240, 139, 91, 0
147, 70, 244, 1
119, 115, 150, 1
118, 214, 123, 0
100, 231, 146, 0
86, 36, 209, 1
4, 17, 135, 1
86, 13, 152, 1
252, 217, 125, 0
129, 186, 175, 0
120, 192, 62, 0
141, 220, 144, 0
107, 192, 136, 0
131, 37, 203, 1
25, 243, 226, 0
254, 222, 50, 0
152, 252, 67, 0
122, 113, 148, 1
165, 137, 25, 0
112, 220, 90, 0
131, 33, 57, 1
238, 233, 177, 0
217, 204, 187, 0
213, 241, 184, 0
152, 117, 121, 0
31, 233, 187, 0
94, 247, 111, 0
48, 40, 21, 1
95, 191, 234, 0
241, 235, 94, 0
85, 37, 51, 1
65, 114, 118, 1
182, 206, 172, 0
244, 241, 213, 0
173, 6, 97, 1
130, 198, 193, 0
129, 190, 138, 0
246, 140, 148, 0
100, 198, 199, 0
176, 35, 49, 1
120, 1, 98, 1
165, 15, 131, 1
242, 232, 193, 0
77, 77, 186, 1
7, 17, 124, 1
189, 177, 24, 0
242, 127, 15, 0
240, 152, 70, 0
95, 97, 27, 1
190, 194, 194, 0
211, 27, 58, 1
196, 122, 79, 0
188, 116, 89, 0
35, 32, 105, 1
155, 223, 79, 0
140, 66, 75, 1
233, 160, 39, 0
15, 16, 109, 1
135, 108, 72, 1
16, 45, 244, 1
142, 248, 222, 0
6, 187, 129, 0
27, 167, 88, 1
193, 67, 78, 1
99, 90, 208, 1
137, 97, 60, 1
101, 164, 135, 0
12, 33, 136, 1
58, 22, 196, 1
54, 6, 44, 1
136, 158, 190, 0
134, 31, 149, 1
9, 53, 75, 1
66, 175, 235, 0
207, 59, 72, 1
19, 4, 152, 1
95, 83, 87, 1
115, 246, 232, 0
100, 32, 84, 1
152, 44, 123, 1
121, 144, 254, 0
238, 128, 227, 0
102, 20, 252, 1
89, 83, 205, 1
83, 130, 228, 0
249, 160, 93, 0
247, 28, 252, 1
36, 229, 211, 0
116, 198, 153, 0
132, 57, 240, 1
13, 220, 238, 0
215, 147, 207, 0
80, 3, 126, 1
39, 165, 88, 1
0, 56, 212, 1
119, 127, 103, 1
242, 251, 119, 0
219, 52, 146, 1
65, 229, 203, 0
201, 75, 75, 1
104, 26, 126, 1
